,first_word,first_POS,first_animacy,first_gender,first_number,first_case,second_word,second_POS,second_person,second_case,second_number,dist,label
3265,усилий,NOUN,inan,neut,plur,gent,он,NPRO,3per,nomn,sing,4,0
3266,способность,NOUN,inan,femn,sing,nomn,он,NPRO,3per,nomn,sing,98,0
3267,ординаты,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,7,0
3268,линий,NOUN,inan,femn,plur,gent,он,NPRO,3per,nomn,sing,6,0
3269,влияния,NOUN,inan,neut,sing,gent,он,NPRO,3per,nomn,sing,5,0
3270,усилий,NOUN,inan,neut,plur,gent,он,NPRO,3per,nomn,sing,4,0
3271,диапазона,NOUN,inan,masc,sing,gent,он,NPRO,3per,nomn,sing,0,0
3272,показателя,NOUN,inan,masc,sing,gent,он,NPRO,3per,nomn,sing,13,0
3273,возможности,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,54,0
3274,работу,NOUN,inan,femn,sing,accs,он,NPRO,3per,nomn,sing,8,0
3275,строений,NOUN,inan,neut,plur,gent,он,NPRO,3per,nomn,sing,45,0
3276,показателях,NOUN,inan,masc,plur,loct,он,NPRO,3per,nomn,sing,13,0
3277,расчет,NOUN,inan,masc,sing,accs,он,NPRO,3per,nomn,sing,43,0
3278,строений,NOUN,inan,neut,plur,gent,он,NPRO,3per,nomn,sing,45,0
3279,значениях,NOUN,inan,neut,plur,loct,он,NPRO,3per,nomn,sing,35,0
3280,расчет,NOUN,inan,masc,sing,accs,он,NPRO,3per,nomn,sing,43,0
3281,строений,NOUN,inan,neut,plur,gent,он,NPRO,3per,nomn,sing,45,0
3282,возможности,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,54,0
3283,деформации,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,56,0
3284,(углы,NOUN,inan,masc,plur,nomn,он,NPRO,3per,nomn,sing,57,0
3285,поворота,NOUN,inan,masc,sing,gent,он,NPRO,3per,nomn,sing,58,0
3286,направлении,NOUN,inan,neut,sing,loct,он,NPRO,3per,nomn,sing,91,0
3287,опор,NOUN,inan,femn,plur,gent,он,NPRO,3per,nomn,sing,94,0
3288,полоса,NOUN,inan,femn,sing,nomn,он,NPRO,3per,nomn,sing,92,0
3289,роль,NOUN,inan,femn,sing,accs,он,NPRO,3per,nomn,sing,76,0
3290,элементы,NOUN,inan,masc,plur,nomn,он,NPRO,3per,nomn,sing,81,0
3291,направлении,NOUN,inan,neut,sing,loct,он,NPRO,3per,nomn,sing,91,0
3292,полоса,NOUN,inan,femn,sing,nomn,он,NPRO,3per,nomn,sing,92,0
3293,способность,NOUN,inan,femn,sing,nomn,он,NPRO,3per,nomn,sing,98,0
3294,источникам,NOUN,inan,masc,plur,datv,он,NPRO,3per,nomn,sing,103,0
3295,столбцы,NOUN,inan,,plur,nomn,него,NPRO,3per,gent,sing,25,0
3296,членов,NOUN,anim,masc,plur,gent,него,NPRO,3per,gent,sing,23,0
3297,столбцами,NOUN,inan,,plur,ablt,него,NPRO,3per,gent,sing,19,0
3298,расположении,NOUN,inan,neut,sing,loct,него,NPRO,3per,gent,sing,11,0
3299,нагрузки,NOUN,inan,femn,sing,gent,него,NPRO,3per,gent,sing,9,0
3300,усилия,NOUN,inan,neut,plur,accs,него,NPRO,3per,gent,sing,7,0
3301,элементы,NOUN,inan,masc,plur,nomn,него,NPRO,3per,gent,sing,6,0
3302,усилия,NOUN,inan,neut,plur,accs,него,NPRO,3per,gent,sing,7,0
3303,значения,NOUN,inan,neut,sing,gent,него,NPRO,3per,gent,sing,30,0
3304,усилие,NOUN,inan,neut,sing,accs,него,NPRO,3per,gent,sing,15,0
3305,нагрузкой,NOUN,inan,femn,sing,ablt,него,NPRO,3per,gent,sing,13,0
3306,м,NOUN,inan,masc,plur,gent,него,NPRO,3per,gent,sing,4,0
3307,строительстве,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,21,0
3308,бетонировании,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,19,0
3309,конструкций,NOUN,inan,femn,plur,gent,его,NPRO,3per,accs,sing,15,0
3310,ряде,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,13,0
3311,случаев,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,12,0
3312,необходимость,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,10,0
3313,рост,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,8,0
3314,прочности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,7,0
3315,целью,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,3,0
3316,сокращения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,2,0
3317,сроков,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,1,0
3318,выдержки,NOUN,inan,femn,plur,nomn,его,NPRO,3per,accs,sing,1,0
3319,распалубкой,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,3,0
3320,ускорением,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,6,0
3321,время,NOUN,inan,neut,sing,accs,ним,NPRO,3per,datv,plur,13,0
3322,количество,NOUN,inan,neut,sing,nomn,ним,NPRO,3per,datv,plur,10,0
3323,качестве,NOUN,inan,neut,sing,loct,ним,NPRO,3per,datv,plur,4,0
3324,хлорид,NOUN,inan,masc,sing,nomn,ним,NPRO,3per,datv,plur,6,0
3325,сульфат,NOUN,inan,masc,sing,nomn,ним,NPRO,3per,datv,plur,4,0
3326,нитрит-нитрат-хлорид,NOUN,inan,masc,sing,nomn,ним,NPRO,3per,datv,plur,6,0
3327,кальция,NOUN,inan,masc,sing,gent,ним,NPRO,3per,datv,plur,7,0
3328,коррозии,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,4,0
3329,количество,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
3330,коррозии,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,12,0
3331,количество,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,7,0
3332,применения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,1,0
3333,конструкциях,NOUN,inan,femn,plur,loct,его,NPRO,3per,accs,sing,3,0
3334,арматурой,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,9,0
3335,данным,NOUN,inan,,plur,datv,их,NPRO,3per,accs,plur,18,0
3336,Ребиндера,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,17,0
3337,действие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,15,0
3338,твердение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,12,0
3339,цементов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,11,0
3340,влиянии,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,6,0
3341,растворимость,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,4,0
3342,участии,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,2,0
3343,процессе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,4,0
3344,гидратации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,5,0
3345,образованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,7,0
3346,гидратов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,10,0
3347,типа,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,11,0
3348,Механизм,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,12,0
3349,действия,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,11,0
3350,добавок,NOUN,inan,femn,plur,gent,его,NPRO,3per,accs,sing,10,0
3351,электролитов,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,14,0
3352,изменении,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,5,0
3353,растворимости,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,4,0
3354,продуктов,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,1,0
3355,гидратации,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,1,0
3356,вследствии,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,2,0
3357,изменения,NOUN,inan,neut,plur,nomn,его,NPRO,3per,accs,sing,3,0
3358,силы,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,5,0
3359,присутствием,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,8,0
3360,взаимодействии,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,13,0
3361,электролитов,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,14,0
3362,образованием,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,18,0
3363,особенностью,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,4,0
3364,большинства,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,3,0
3365,воздействие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,2,0
3366,процессы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,4,0
3367,структурообразования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,5,0
3368,уплотнении,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,10,0
3369,структуры,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,11,0
3370,счет,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,13,0
3371,увеличения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,14,0
3372,количества,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,15,0
3373,продуктов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,16,0
3374,гидросиликатов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,20,0
3375,кальция,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,21,0
3376,повышения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,23,0
3377,прочности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,24,0
3378,сростка,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,26,0
3379,испытания,NOUN,inan,neut,plur,nomn,Их,NPRO,3per,accs,plur,8,0
3380,методике,NOUN,inan,femn,sing,datv,Их,NPRO,3per,accs,plur,4,0
3381,ГОСТ,NOUN,inan,masc,sing,nomn,Их,NPRO,3per,accs,plur,3,0
3382,эффективность,NOUN,inan,femn,sing,accs,Их,NPRO,3per,accs,plur,1,0
3383,ускорителей,NOUN,inan,masc,plur,gent,Их,NPRO,3per,accs,plur,3,0
3384,твердения,NOUN,inan,neut,sing,gent,Их,NPRO,3per,accs,plur,4,0
3385,добавками,NOUN,inan,femn,plur,ablt,Их,NPRO,3per,accs,plur,7,0
3386,сульфата,NOUN,inan,masc,sing,gent,Их,NPRO,3per,accs,plur,11,0
3387,алюминия,NOUN,inan,masc,sing,gent,Их,NPRO,3per,accs,plur,9,0
3388,сульфата,NOUN,inan,masc,sing,gent,Их,NPRO,3per,accs,plur,11,0
3389,сутки,NOUN,inan,,plur,accs,его,NPRO,3per,accs,sing,7,0
3390,твердения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,8,0
3391,применении,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,1,0
3392,повышение,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,2,0
3393,прочности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,3,0
3394,бетона,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,4,0
3395,сутки,NOUN,inan,,plur,accs,его,NPRO,3per,accs,sing,7,0
3396,твердения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,8,0
3397,поверхности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,16,0
3398,конструкций,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,15,0
3399,набор,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,11,0
3400,прочности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,10,0
3401,бетона,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,9,0
3402,сроки,NOUN,inan,masc,plur,accs,их,NPRO,3per,accs,plur,6,0
3403,преимущество,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,2,0
3404,использовании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,1,0
3405,сравнению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,3,0
3406,Использование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,408,0
3407,энергии,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,390,0
3408,необходимость,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,403,0
3409,проведения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,402,0
3410,комплекса,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,401,0
3411,работ,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,400,0
3412,отходами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,214,0
3413,утилизации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,395,0
3414,использования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,392,0
3415,хранению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,387,0
3416,захоронение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,383,0
3417,этапе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,380,0
3418,развития,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,379,0
3419,цивилизации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,377,0
3420,способом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,373,0
3421,изоляции,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,372,0
3422,отходов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,359,0
3423,выборе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,301,0
3424,участка,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,300,0
3425,размещения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,364,0
3426,могильника,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,254,0
3427,характеристику,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,360,0
3428,состояние,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,358,0
3429,состав,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,72,0
3430,массива,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,343,0
3431,способ,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,162,0
3432,захоронения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,291,0
3433,Состояние,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,347,0
3434,состав,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,72,0
3435,массива,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,343,0
3436,водопроницаемость,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,339,0
3437,условия,NOUN,inan,neut,plur,accs,их,NPRO,3per,accs,plur,327,0
3438,захоронения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,291,0
3439,слагаемые,NOUN,inan,neut,plur,nomn,их,NPRO,3per,accs,plur,317,0
3440,породы,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,315,0
3441,отношению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,310,0
3442,соблюдение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,306,0
3443,требований,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,303,0
3444,выборе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,301,0
3445,участка,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,300,0
3446,могильника,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,254,0
3447,обеспечения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,294,0
3448,условий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,292,0
3449,захоронения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,291,0
3450,могильниках,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,287,0
3451,практике,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,284,0
3452,концепция,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,188,0
3453,образовании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,276,0
3454,источника,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,274,0
3455,опасности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,272,0
3456,системы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,271,0
3457,Барьеры,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,268,0
3458,удержание,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,266,0
3459,ограничение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,263,0
3460,миграции,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,261,0
3461,"хранилища.

Эффективность",NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,259,0
3462,барьеров,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,258,0
3463,временем,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,256,0
3464,существования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,255,0
3465,материалы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,35,0
3466,период,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,249,0
3467,масштаба,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,247,0
3468,барьером,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,242,0
3469,формацию,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,238,0
3470,материалы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,35,0
3471,засыпки,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,234,0
3472,проблемы,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,230,0
3473,учетом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,223,0
3474,отходами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,214,0
3475,материалом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,208,0
3476,создания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,206,0
3477,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
3478,композиций,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,199,0
3479,конверсии,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,197,0
3480,основу,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,193,0
3481,синтеза,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,47,0
3482,материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,4,0
3483,концепция,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,188,0
3484,синтеза,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,47,0
3485,структур,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,93,0
3486,твердения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,92,0
3487,дисперсиях,NOUN,inan,femn,plur,loct,их,NPRO,3per,accs,plur,180,0
3488,дисперсией,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,172,0
3489,фазу,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,166,0
3490,взаимодействию,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,160,0
3491,образованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,106,0
3492,фаз,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,86,0
3493,дисперсии,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,42,0
3494,применение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,147,0
3495,синтеза,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,47,0
3496,ряда,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,144,0
3497,цементов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,140,0
3498,Перспективность,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,133,0
3499,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
3500,применения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,130,0
3501,ТМД-материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,4,0
3502,наличием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,126,0
3503,активности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,124,0
3504,твердения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,92,0
3505,композиции,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,120,0
3506,счет,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,74,0
3507,содержания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,117,0
3508,составе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,114,0
3509,образованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,106,0
3510,соединений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,104,0
3511,компонентами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,102,0
3512,раствора,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,100,0
3513,минералами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,98,0
3514,прочностью,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,96,0
3515,пористостью,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,94,0
3516,структур,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,93,0
3517,размерами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,90,0
3518,фазы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,86,0
3519,числом,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,84,0
3520,контактов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,83,0
3521,сцепления,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,82,0
3522,устойчивостью,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,79,0
3523,ТМД-материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,4,0
3524,биогеоценозах,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,76,0
3525,счет,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,74,0
3526,близости,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,73,0
3527,состава,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,72,0
3528,продуктов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,71,0
3529,гидроксидами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,64,0
3530,продуктами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,58,0
3531,выветривания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,57,0
3532,большинства,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,56,0
3533,пород,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,54,0
3534,продукты,NOUN,inan,masc,plur,accs,их,NPRO,3per,accs,plur,48,0
3535,синтеза,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,47,0
3536,системе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,45,0
3537,дисперсии,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,42,0
3538,"ТМД-материалами.

Наличие",NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,40,0
3539,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,38,0
3540,ТМД-материалы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,35,0
3541,обращения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,31,0
3542,дисперсий,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,23,0
3543,система,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,21,0
3544,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,19,0
3545,шлака,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,17,0
3546,комбината,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,15,0
3547,исследования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,10,0
3548,технологии,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,8,0
3549,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
3550,ТМД-материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,4,0
3551,<first_11>адсорбентов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,2,0
3552,условия,NOUN,inan,neut,plur,accs,их,NPRO,3per,accs,plur,11,0
3553,захоронения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,9,0
3554,слагаемые,NOUN,inan,neut,plur,nomn,их,NPRO,3per,accs,plur,1,0
3555,породы,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,1,0
3556,отношению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,6,0
3557,Барьеры,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,6,0
3558,удержание,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,4,0
3559,ограничение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
3560,миграции,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,1,0
3561,Перспективность,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,18,0
3562,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,17,0
3563,применения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,15,0
3564,ТМД-материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,18,0
3565,наличием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,11,0
3566,активности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,9,0
3567,твердения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,23,0
3568,композиции,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,5,0
3569,счет,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,3,0
3570,содержания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,2,0
3571,составе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,1,0
3572,образованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,9,0
3573,соединений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,11,0
3574,компонентами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,13,0
3575,раствора,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,15,0
